Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,ICTVRatified,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,AssocID,DatabaseDOI,Release_Date,Collection_Date,NCBIAccession
,coronavirus predict cov-43,49442,2042569,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-43,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2011,9,1,,,,,"KX286325, KX286326"
,coronavirus predict cov-44,49442,2042570,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-44,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2011,9,1,,,,,KX286327
,coronavirus predict cov-56,9399,2042580,TRUE,TRUE,FALSE,Cynopterus,Pteropodidae,chiroptera,Mammalia,Cynopterus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-56,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2012,8,1,,,,,KX286290
,kenya bat coronavirus/btky56/btky55,49442,2042604,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Kenya bat coronavirus/BtKY56/BtKY55,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2014,3,1,,,,,KX285105
,kenya bat coronavirus/btky56/btky55,58066,2042604,TRUE,TRUE,FALSE,Epomophorus,Pteropodidae,chiroptera,Mammalia,Epomophorus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Kenya bat coronavirus/BtKY56/BtKY55,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,6,1,,,,,"KX285299, KX285941"
,kenya bat coronavirus/btky56/btky55,58066,2042604,TRUE,TRUE,FALSE,Epomophorus,Pteropodidae,chiroptera,Mammalia,Epomophorus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Kenya bat coronavirus/BtKY56/BtKY55,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,9,1,,,,,KX285857
,kenya bat coronavirus/btky56/btky55,77236,2042604,TRUE,TRUE,FALSE,Myonycteris,Pteropodidae,chiroptera,Mammalia,Myonycteris,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Kenya bat coronavirus/BtKY56/BtKY55,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2015,12,1,,,,,
,kenya bat coronavirus/btky56/btky55,9432,2042604,TRUE,TRUE,FALSE,Miniopterus,Miniopteridae,chiroptera,Mammalia,Miniopterus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Kenya bat coronavirus/BtKY56/BtKY55,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2018,1,1,,,,,
,philippines/diliman1525g2/2008,58086,,TRUE,FALSE,FALSE,Thoopterus,Pteropodidae,chiroptera,Mammalia,Thoopterus,betacoronavirus,coronaviridae,nidovirales,,philippines/diliman1525g2/2008,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,3,1,,,,,"MT064819, MT083059"
,philippines/diliman1525g2/2008,9399,,TRUE,FALSE,FALSE,Cynopterus,Pteropodidae,chiroptera,Mammalia,Cynopterus,betacoronavirus,coronaviridae,nidovirales,,philippines/diliman1525g2/2008,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,2,26,,,,,MT083060
,philippines/diliman1525g2/2008,9399,,TRUE,FALSE,FALSE,Cynopterus,Pteropodidae,chiroptera,Mammalia,Cynopterus,betacoronavirus,coronaviridae,nidovirales,,philippines/diliman1525g2/2008,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,2,27,,,,,"MT064818, MT083058"
,philippines/diliman1525g2/2008,9399,,TRUE,FALSE,FALSE,Cynopterus,Pteropodidae,chiroptera,Mammalia,Cynopterus,betacoronavirus,coronaviridae,nidovirales,,philippines/diliman1525g2/2008,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2018,4,13,,,,,"MT064820, MT083061"
,predict_cov-17,9401,,TRUE,FALSE,FALSE,Pteropus,Pteropodidae,chiroptera,Mammalia,Pteropus,betacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-17,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,1,1,,,,,
,predict_cov-91,49442,,TRUE,FALSE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus,betacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-91,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,8,1,,,,,
,predict_cov-92,58068,,TRUE,FALSE,FALSE,Hipposideros,Hipposideridae,chiroptera,Mammalia,Hipposideros,betacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-92,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,3,1,,,,,
,predict_cov-99,9397,,TRUE,FALSE,FALSE,,,chiroptera,Mammalia,Chiroptera,betacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-99,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,4,1,,,,,
,rousettus bat coronavirus hku9,29075,694006,TRUE,TRUE,FALSE,Macroglossus,Pteropodidae,chiroptera,Mammalia,Macroglossus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,11,1,,,,,"KX285758, KX285761"
,rousettus bat coronavirus hku9,49442,694006,TRUE,TRUE,FALSE,Rhinolophus,Rhinolophidae,chiroptera,Mammalia,Rhinolophus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2016,11,1,,,,,
,rousettus bat coronavirus hku9,9406,694006,TRUE,TRUE,FALSE,Rousettus,Pteropodidae,chiroptera,Mammalia,Rousettus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2011,2,1,,,,,"KX284907, KX284902, KX284903, KX284904, KX284905"
,rousettus bat coronavirus hku9,9406,694006,TRUE,TRUE,FALSE,Rousettus,Pteropodidae,chiroptera,Mammalia,Rousettus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2011,9,1,,,,,"KX284915, KX284917"
,rousettus bat coronavirus hku9,9406,694006,TRUE,TRUE,FALSE,Rousettus,Pteropodidae,chiroptera,Mammalia,Rousettus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2012,1,1,,,,,"KX284920, KX284924, KX284925, KX284931"
,rousettus bat coronavirus hku9,9406,694006,TRUE,TRUE,FALSE,Rousettus,Pteropodidae,chiroptera,Mammalia,Rousettus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2012,2,1,,,,,"KX284933, KX284935, KX284938"
,rousettus bat coronavirus hku9,9406,694006,TRUE,TRUE,FALSE,Rousettus,Pteropodidae,chiroptera,Mammalia,Rousettus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2012,6,1,,,,,"KX285065, KX285066, KX286293, KX286294"
,sarbecovirus sp.,49442,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,4,6,2011,9,27,,,2021-04-06,2011-09-27,MT726045.1
,sarbecovirus sp.,49442,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,4,6,2013,5,30,,,2021-04-06,2013-05-30,MT726043.1
,sarbecovirus sp.,49442,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2020,7,,,,2021-09-22,2020-07,"OK017801.1, OK017802.1"
,zaria bat coronavirus,9397,989337,TRUE,TRUE,FALSE,,,chiroptera,mammalia,Chiroptera,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Zaria bat coronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,11,12,2024,7,,,,2024-11-12,2024-07,"PQ550131.1, PQ550132.1, PQ550133.1, PQ550134.1"
,zaria bat coronavirus,9397,989337,TRUE,TRUE,FALSE,,,chiroptera,mammalia,Chiroptera,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Zaria bat coronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,2,19,2024,7,16,,,2025-02-19,2024-07-16,PQ880115.1
Acerodon celebensis,predict_cov-73,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,12,27,,,,,"MT064664, MT083145"
Acerodon celebensis,predict_cov-73,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,12,28,,,,,MT064665
Acerodon celebensis,predict_cov-73,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,3,5,,,,,"MT083135, MT083066"
Acerodon celebensis,predict_cov-73,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,3,6,,,,,MT083134
Acerodon celebensis,predict_cov-73,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,3,7,,,,,MT083067
Acerodon celebensis,predict_cov-73,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,9,4,,,,,MT083099
Acerodon celebensis,predict_cov-73,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,9,5,,,,,MT083105
Acerodon celebensis,predict_cov-73,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,11,15,,,,,"MT083191, MT083192"
Acerodon celebensis,predict_cov-73,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,2,21,,,,,"MT083148, MT083149, MT083150"
Acerodon celebensis,predict_cov-73,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2017,2,28,,,,,MT083141
Acerodon celebensis,predict_cov-73,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2018,4,13,,,,,MT083185
Acerodon celebensis,predict_cov-73,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-73,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2018,4,14,,,,,"MT083184, MT083183, MT083182"
Acerodon celebensis,predict_cov-83,58057,,TRUE,FALSE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,,predict_cov-83,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2016,9,5,,,,,MT083106
Acerodon celebensis,rousettus bat coronavirus hku9,58057,694006,TRUE,TRUE,FALSE,Acerodon,Pteropodidae,chiroptera,Mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,bat coronavirus hku9,FALSE,PCR/Sequencing,PREDICT,PREDICT,June282021PCRTests,,,,2021,8,28,2018,1,19,,,,,MT064734
Artibeus lituratus,coronavirus mex_cov-11a,27634,1289546,TRUE,TRUE,FALSE,Artibeus,Phyllostomidae,chiroptera,Mammalia,Artibeus lituratus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-11,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2010,11,1,,,,,KC117207
Artibeus obscurus,coronavirus predict cov-11,40228,2042538,TRUE,TRUE,FALSE,Artibeus,Phyllostomidae,chiroptera,Mammalia,Artibeus obscurus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-11,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,6,1,,,,,KX285802
Cynopterus brachyotis,coronavirus predict cov-24,58060,2042551,TRUE,TRUE,FALSE,Cynopterus,Pteropodidae,chiroptera,Mammalia,Cynopterus brachyotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-24,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2011,3,1,,,,,KX285051
Cynopterus brachyotis,coronavirus predict cov-24,58060,2042551,TRUE,TRUE,FALSE,Cynopterus,Pteropodidae,chiroptera,Mammalia,Cynopterus brachyotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-24,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2011,9,1,,,,,"KX285731, KX285732, KX285733, KX285734, KX285735, KX285736, KX285727, KX285728"
Cynopterus horsfieldii,bat coronavirus philippines/diliman1525g2/2008,298109,702734,TRUE,TRUE,FALSE,Cynopterus,Pteropodidae,chiroptera,Mammalia,Cynopterus horsfieldii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Philippines/Diliman1525G2/2008,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,12,1,,,,,"KX285114, KX285113"
Cynopterus horsfieldii,philippines/diliman1525g2/2008,298109,,TRUE,FALSE,FALSE,Cynopterus,Pteropodidae,chiroptera,Mammalia,Cynopterus horsfieldii,betacoronavirus,coronaviridae,nidovirales,,strain of Philippines/Diliman1525G2/2008,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2018,11,1,,,,,
Cynopterus sphinx,coronavirus predict cov-24,9400,2042551,TRUE,TRUE,FALSE,Cynopterus,Pteropodidae,chiroptera,Mammalia,Cynopterus sphinx,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-24,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2011,9,1,,,,,"KX285737, KX285738, KX285725, KX285726"
Cynopterus sphinx,predict_cov-24,9400,,TRUE,FALSE,FALSE,Cynopterus,Pteropodidae,chiroptera,Mammalia,Cynopterus sphinx,betacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-24,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2016,6,1,,,,,
Dermanura phaeotis,coronavirus mex_cov-11a,40229,1289546,TRUE,TRUE,FALSE,Dermanura,Phyllostomidae,chiroptera,Mammalia,Artibeus phaeotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-11,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2010,7,1,,,,,KC117185
Dermanura phaeotis,coronavirus mex_cov-11b,40229,1289556,TRUE,TRUE,FALSE,Dermanura,Phyllostomidae,chiroptera,Mammalia,Artibeus phaeotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-11,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2010,11,1,,,,,KC117199
Dermanura phaeotis,coronavirus mex_cov-11b,40229,1289556,TRUE,TRUE,FALSE,Dermanura,Phyllostomidae,chiroptera,Mammalia,Artibeus phaeotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-11,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2011,1,1,,,,,KC117187
Dyacopterus spadiceus,bat coronavirus philippines/diliman1525g2/2008,326081,702734,TRUE,TRUE,FALSE,Dyacopterus,Pteropodidae,chiroptera,Mammalia,Dyacopterus spadiceus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Philippines/Diliman1525G2/2008,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,12,1,,,,,"KX285787, KX285112"
Eidolon helvum,eidolon bat coronavirus,77214,,TRUE,FALSE,FALSE,Eidolon,Pteropodidae,chiroptera,Mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2012,9,1,,,,,
Eidolon helvum,eidolon bat coronavirus,77214,,TRUE,FALSE,FALSE,Eidolon,Pteropodidae,chiroptera,Mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,8,1,,,,,KX285373
Eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,FALSE,Eidolon,Pteropodidae,chiroptera,Mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2012,10,1,,,,,KX286323
Eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,FALSE,Eidolon,Pteropodidae,chiroptera,Mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2012,9,1,,,,,"KX284962, KX284963, KX284964, KX284965, KX284966, KX284967, KX284968, KX284969, KX284970, KX284971, KX284972, KX284973"
Eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,FALSE,Eidolon,Pteropodidae,chiroptera,Mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,1,1,,,,,"KX285364, KX285365, KX285366, KX285841"
Eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,FALSE,Eidolon,Pteropodidae,chiroptera,Mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,2,1,,,,,"KX285106, KX285107"
Eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,FALSE,Eidolon,Pteropodidae,chiroptera,Mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,4,1,,,,,"KX285398, KX285399, KX285400, KX285868, KX285869, KX285870, KX285871, KX285872, KX285888, KX285889, KX285890, KX285891, KX285990, KX285108, KX285109, KX285110, KX285401, KX285402, KX285403, KX285404, KX285405, KX285406, KX285407, KX285408, KX285409, KX285410, KX285844, KX285845, KX285846, KX285847, KX285848, KX285849, KX285850, KX285851, KX285852, KX285853, KX285411, KX285412, KX285413, KX285414, KX285415, KX285416, KX285417, KX285418, KX285842, KX285843"
Eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,FALSE,Eidolon,Pteropodidae,chiroptera,Mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,5,1,,,,,"KX285420, KX285422, KX285423, KX285820, KX285823, KX285825, KX285827"
Eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,FALSE,Eidolon,Pteropodidae,chiroptera,Mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,6,1,,,,,"KX285263, KX285264, KX285265, KX285266, KX285267, KX285268, KX285269, KX285270, KX285271, KX285292, KX285293, KX285294, KX285295, KX285296, KX285297, KX285298, KX285300, KX285301, KX285302, KX285323, KX285324, KX285325, KX285326, KX285327, KX285328, KX285329, KX285330, KX285331, KX285332, KX285900, KX285901, KX285902, KX285903, KX285904, KX285905, KX285906, KX285907, KX285908, KX285909, KX285930, KX285931, KX285932, KX285933, KX285934, KX285935, KX285936, KX285937, KX285938, KX285939, KX285961, KX285962, KX285963, KX285964, KX285965, KX285966, KX285967, KX285968, KX286002, KX286003, KX285910, KX285911, KX285912, KX285913, KX285914, KX285915, KX285916, KX285917, KX285918, KX285919, KX285920, KX285921, KX285922, KX285923, KX285924, KX285925, KX285926, KX285927, KX285928, KX285929, KX285940, KX285942, KX285943, KX285944, KX285945, KX285946, KX285947, KX285948, KX285949, KX285950, KX285951, KX285952, KX285953, KX285954, KX285955, KX285956, KX285957, KX285958, KX285959, KX285960, KX286004, KX286005, KX286006, KX286007, KX286008, KX286009, KX286010, KX286011, KX285272, KX285273, KX285274, KX285275, KX285276, KX285277, KX285278, KX285279, KX285280, KX285281, KX285282, KX285283, KX285284, KX285285, KX285286, KX285287, KX285288, KX285289, KX285290, KX285291, KX285303, KX285304, KX285305, KX285306, KX285307, KX285308, KX285309, KX285310, KX285311, KX285312, KX285313, KX285314, KX285315, KX285316, KX285317, KX285318, KX285319, KX285320, KX285321, KX285322, KX285333, KX285334, KX285335, KX285336, KX285337, KX285338, KX285339, KX285340, KX285341, KX285342, KX285343, KX285344, KX285345, KX285346, KX285347, KX285895, KX285896, KX285897, KX285898, KX285899, KX285430"
Eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,FALSE,Eidolon,Pteropodidae,chiroptera,Mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,8,1,,,,,"KX285969, KX285970, KX285971, KX285972, KX285973, KX285974, KX285975, KX285976, KX285977, KX285978, KX285370, KX285371, KX285372, KX285374, KX285375, KX285376, KX285387, KX285388, KX285389, KX285390, KX285391, KX285392, KX285393, KX285394, KX285395, KX285396, KX285979, KX285983, KX285984, KX285985, KX285986, KX285987, KX285988, KX285989, KX285992, KX285993, KX285994, KX285995, KX285377, KX285378, KX285379, KX285380, KX285381, KX285382, KX285383, KX285384, KX285385, KX285386"
Eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,FALSE,Eidolon,Pteropodidae,chiroptera,Mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,9,1,,,,,"KX285859, KX285860, KX285862, KX285863, KX285864, KX285356, KX285357, KX285358, KX285359, KX285360, KX285361, KX285362, KX285363, KX285856, KX285858"
